count_bonus_carres,E,A,C,J,H,a,b,c,d,e,f,h,i,j
1,24050,17390,18730,29230,28390,302412100,1081982500,350812900,626803300,578402500,530001700,805992100,74822500,854392900
1,24310,17798,21890,29414,26510,316768804,976987396,479172100,753379396,590976100,428572804,702780100,204964804,865183396
1,24327,8883,22653,33237,25893,78907689,1183342689,513158409,1026053649,591802929,157552209,670447449,263169,1104698169
1,24375,8625,23505,33375,25215,74390625,1155546225,552485025,1072235025,594140625,116046225,635796225,32735025,1113890625
1,24375,16575,19821,30225,28203,274730625,1114819209,392872041,712282041,594140625,475999209,795409209,73462041,913550625
1,24505,13195,20677,32045,27811,174108025,1199838721,427538329,853925329,600495025,347064721,773451721,1151329,1026882025
1,24505,16861,20111,30277,28223,284293321,1112739433,404452321,720654025,600495025,480336025,796537729,88250617,916696729
1,24565,10115,23239,33235,25823,102313225,1167953329,540051121,1041177121,603439225,165701329,666827329,38925121,1104565225
1,24674,13286,22834,32266,26386,176517796,1128509476,521391556,953680036,608806276,263932516,696220996,89103076,1041094756
1,24973,14677,21437,32123,28067,215414329,1195992889,459544969,867781369,623650729,379520089,787756489,51308569,1031887129
1,25228,9212,23492,34468,26852,84860944,1272620944,551874064,1103465104,636451984,169438864,721029904,283024,1188043024
1,25275,14055,22695,32865,27615,197543025,1203870825,515063025,956345625,638825625,321305625,762588225,73780425,1080108225
1,25350,13650,21390,33150,28770,186322500,1284012900,457532100,913832100,642622500,371412900,827712900,1232100,1098922500
1,25415,18607,22885,30751,27715,346220449,1067823001,523723225,823425001,645922225,468419449,768121225,224021449,945624001
1,25500,19740,21972,30180,28596,389667600,1078313616,482768784,743351184,650250000,557148816,817731216,222186384,910832400
1,25636,13124,23644,33796,27484,172239376,1240335376,559038736,1044003856,657204496,270405136,755370256,74073616,1142169616
1,25925,7031,25195,35983,26635,49434961,1332093889,634788025,1257458689,672105625,86752561,709423225,12117361,1294776289
1,25950,5970,25386,36210,26502,35640900,1340117604,644448996,1282210596,673402500,64594404,702356004,6687396,1311164100
1,26000,9200,25072,35600,26896,84640000,1314754816,628605184,1219965184,676000000,132034816,723394816,37245184,1267360000
1,26010,10710,24606,35190,27342,114704100,1309400964,605455236,1167271236,676520100,185768964,747584964,43639236,1238336100
1,26129,9541,24331,35699,27811,91030681,1365145681,591997561,1183691521,682724641,181757761,773451721,303601,1274418601
1,26195,14105,22103,34255,29729,198951025,1371040441,488542609,975769609,686178025,396586441,883813441,1315609,1173405025
1,26260,16228,20660,33404,30860,263347984,1378579216,426835600,853075216,689587600,526099984,952339600,595984,1115827216
1,26390,18158,21658,32606,30394,329712964,1290514372,469068964,835788100,696432100,557076100,923795236,102349828,1063151236
1,26455,19129,20603,32153,31229,365918641,1309198825,424483609,758431993,699867025,641302057,975250441,90535225,1033815409
1,26520,19416,23880,32088,28920,376981056,1162695744,570254400,896583744,703310400,510037056,836366400,243925056,1029639744
1,26535,11919,26133,35583,26931,142062561,1287322425,682933689,1244977353,704106225,163235097,725278761,120890025,1266149889
1,26690,10310,24718,36310,28526,106296100,1419792676,610979524,1217039524,712356100,207672676,813732676,4919524,1318416100
1,26715,17535,21963,33465,30741,307476225,1351224081,482373369,888588369,713691225,538794081,945009081,76158369,1119906225
1,26825,12565,25549,35795,28043,157879225,1348111249,652751401,1214452801,719580625,224708449,786409849,91050001,1281282025
1,26825,21097,22015,31529,30895,445083409,1228998241,484660225,759157441,719580625,680003809,954501025,210163009,994077841
1,26894,15806,23086,34594,30226,249829636,1387068676,532963396,1006420996,723287236,440153476,913611076,59505796,1196744836
1,26945,19405,24551,32795,29143,376554025,1198793449,602751601,952230601,726033025,499835449,849314449,253272601,1075512025
1,26960,14992,24208,35056,29456,224760064,1369737472,586027264,1088108800,726841600,365574400,867655936,83945728,1228923136
1,27030,9870,25170,36930,28770,97416900,1460916900,633528900,1266732900,730620900,194508900,827712900,324900,1363824900
1,27030,13038,25170,35934,28770,169989444,1388344356,633528900,1194160356,730620900,267081444,827712900,72897444,1291252356
1,27040,14560,22816,35360,30688,211993600,1460921344,520569856,1039737856,731161600,422585344,941753344,1401856,1250329600
1,27250,18010,20542,34070,32606,324360100,1481353636,421973764,840176164,742562500,644948836,1063151236,3771364,1160764900
1,27455,11305,25973,37145,28861,127803025,1458931321,674596729,1300570729,753777025,206983321,832957321,48622729,1379751025
1,27625,9775,26639,37825,28577,95550625,1484234929,709636321,1377226321,763140625,149054929,816644929,42046321,1430730625
1,27625,20225,24875,33425,30125,409050625,1261605625,618765625,972855625,763140625,553425625,907515625,264675625,1117230625
1,27625,21385,23803,32695,30979,457318225,1265520841,566582809,872405209,763140625,653876041,959698441,260760409,1068963025
1,27885,15015,23529,36465,31647,225450225,1553655609,553613841,1105736841,777573225,449409609,1001532609,1490841,1329696225
1,27931,10199,26009,38161,29729,104019601,1559934601,676468081,1352589241,780140761,207692281,883813441,346921,1456261921
1,28145,17095,26605,35945,29605,292239025,1376358025,707826025,1207728025,792141025,376554025,876456025,207924025,1292043025
1,28275,19455,23205,34935,32565,378497025,1481457825,538472025,959450625,799475625,639500625,1060479225,117493425,1220454225
1,28372,18532,25892,35588,30652,343435024,1401080464,670395664,1131931024,804970384,478009744,939545104,208860304,1266505744
1,28645,15929,25721,37247,31297,253733041,1546305193,661569841,1228372825,820536025,412699225,979502209,94766857,1387339009
1,28730,15470,24242,37570,32606,239320900,1649243236,587674564,1173766564,825412900,477059236,1063151236,1582564,1411504900
1,28730,21034,25870,34762,31330,442429156,1364552644,669256900,1052240644,825412900,598585156,981568900,286273156,1208396644
1,28815,16935,24735,37065,32385,286794225,1592298225,611820225,1155330225,830304225,505278225,1048788225,68310225,1373814225
1,28832,10528,26848,39392,30688,110838784,1662198784,720815104,1441260544,831284224,221307904,941753344,369664,1551729664
1,28860,20868,22476,35076,34068,435473424,1558054800,505170576,902596752,832899600,763202448,1160628624,107744400,1230325776
1,28900,11900,27340,39100,30380,141610000,1616544400,747475600,1441075600,835210000,229344400,922944400,53875600,1528810000
1,29185,11515,28301,39635,30043,132595225,1621750849,800946601,1520115601,851764225,183412849,902581849,81777601,1570933225
1,29250,10350,28206,40050,30258,107122500,1663986564,795578436,1544018436,855562500,167106564,915546564,47138436,1604002500
1,29575,15925,24955,38675,33565,253605625,1747684225,622752025,1243827025,874680625,505534225,1126609225,1677025,1495755625
1,29725,11629,28045,40397,31315,135233641,1728971209,786522025,1534864009,883575625,232287241,980629225,38180041,1631917609
1,29725,14935,28045,39295,31315,223054225,1641150625,786522025,1447043425,883575625,320107825,980629225,126000625,1544097025
1,29733,10857,27687,40623,31647,117874449,1767709449,766569969,1532746809,884051289,235355769,1001532609,393129,1650228129
1,29750,23030,25634,35210,33362,530380900,1467704644,657101956,1011783556,885062500,758341444,1113023044,302420356,1239744100
1,29835,21843,26865,36099,32535,477116649,1471536801,721728225,1134738801,890127225,645515649,1058526225,308717649,1303137801
1,30160,20752,24752,37264,34736,430645504,1685569792,612661504,1091641600,909625600,727609600,1206589696,133681408,1388605696
1,30275,6965,29617,42245,30919,48511225,1824048961,877166689,1745231089,916575625,87920161,955984561,9102289,1784640025
1,30290,13702,28010,40586,32410,187744804,1780147396,784560100,1514299396,917484100,320668804,1050408100,54820804,1647223396
1,30330,16866,27234,39438,33138,284461956,1733573988,741690756,1377137700,919908900,462680100,1098127044,106243812,1555355844
1,30340,19516,26860,38212,33460,380874256,1659212944,721459600,1261100944,920515600,579930256,1119571600,181818256,1460156944
1,30345,12495,28707,41055,31899,156125025,1782240201,824091849,1588785849,920819025,252852201,1017546201,59397849,1685513025
1,30420,16380,25668,39780,34524,268304400,1848978576,658846224,1315918224,925376400,534834576,1191906576,1774224,1582448400
1,30634,11186,28526,41854,32606,125126596,1876466596,813732676,1627048036,938441956,249835876,1063151236,417316,1751757316
1,30736,18064,26384,39536,34544,326308096,1811681536,696115456,1314509056,944701696,574894336,1193287936,77721856,1563095296
1,30875,10925,29773,42275,31939,119355625,1854009721,886431529,1720341529,953265625,186189721,1020099721,52521529,1787175625
1,30940,22652,27860,37436,33740,513113104,1582558096,776179600,1220350096,957283600,694217104,1138387600,332009104,1401454096
1,31265,14165,28613,41885,33709,200647225,1913149681,818703769,1595556769,977500225,359443681,1136296681,41850769,1754353225
1,31265,16835,26381,40885,35483,283417225,1953126289,695957161,1390040161,977500225,564960289,1259043289,1874161,1671583225
1,31265,22607,24349,37999,36907,511076449,1828550425,592873801,1059297577,977500225,895702873,1362126649,126450025,1443924001
1,31525,13165,29719,42595,33233,173317225,1924940689,883218961,1703727361,993825625,283923889,1104432289,62710561,1814334025
1,31535,11515,29365,43085,33565,132595225,1988470225,862303225,1724164225,994456225,264748225,1126609225,442225,1856317225
1,31535,15211,29365,41923,33565,231374521,1889690929,862303225,1625384929,994456225,363527521,1126609225,99221521,1757537929
1,31705,19355,25313,40445,37009,374616025,2000257081,640747969,1271338969,1005207025,739075081,1369666081,10156969,1635798025
1,31705,22805,25313,38605,37009,520068025,1854805081,640747969,1125886969,1005207025,884527081,1369666081,155608969,1490346025
1,31790,13090,30074,43010,33418,171348100,1956018724,904445476,1743701476,1010604100,277506724,1116762724,65189476,1849860100
1,31875,24675,27465,37725,35745,608855625,1684865025,754326225,1161486225,1016015625,870545025,1277705025,347166225,1423175625
1,32015,17803,28747,41629,34979,316946809,1931543857,826390009,1534403425,1024960225,515517025,1223530441,118376593,1732973641
1,32045,16405,29555,42245,34355,269124025,1938024025,873498025,1631256025,1026882025,422508025,1180266025,115740025,1784640025
1,32045,22049,26299,39593,36907,486158401,1902850273,691637401,1232361025,1026882025,821403025,1362126649,150913777,1567605649
1,32045,23461,28855,38773,34945,550418521,1697616529,832611025,1309074529,1026882025,744689521,1221153025,356147521,1503345529
1,32050,8306,30958,44558,33106,68989636,2054220100,958397764,1916610628,1027202500,137794372,1096007236,184900,1985415364
1,32110,17290,27094,41990,36442,298944100,2060127364,734084836,1466192836,1031052100,595911364,1328019364,1976836,1763160100
1,32266,18694,26446,41626,37186,349465636,2074427716,699390916,1391020036,1041094756,691169476,1382798596,7761796,1732723876
1,32436,11844,30204,44316,34524,140280336,2103720336,912281616,1824095376,1052094096,280092816,1191906576,467856,1963907856
1,32449,16909,29831,42661,34871,285914281,1983009961,889888561,1656911881,1052937601,448963321,1215986641,122865241,1819960921
1,32500,11500,31340,44500,33620,132250000,2054304400,982195600,1906195600,1056250000,206304400,1130304400,58195600,1980250000
1,32500,22100,26428,40300,37604,488410000,1981900816,698439184,1266279184,1056250000,846220816,1414060816,130599184,1624090000
1,32595,24645,27381,38955,37083,607376025,1830206889,749719161,1204777161,1062434025,920090889,1375148889,294661161,1517492025
1,32657,19193,28033,42007,36703,368371249,2045218609,785849089,1483957489,1066479649,649001809,1347110209,87740689,1764588049
1,32825,20285,25825,41755,38575,411481225,2154030025,666930625,1332930025,1077480625,822031225,1488030625,931225,1743480025
1,32955,17745,27807,43095,37401,314885025,2169981801,773229249,1544376249,1086032025,627687801,1398834801,2082249,1857179025
1,33150,24270,29850,40110,36150,589032900,1816712100,891022500,1400912100,1098922500,796932900,1306822500,381132900,1608812100
1,33235,13685,31441,44965,34937,187279225,2137879969,988536481,1905822481,1104565225,303307969,1220593969,71250481,2021851225
1,33337,12173,31043,45547,35483,148181929,2222216929,963667849,1926841489,1111355569,295869649,1259043289,494209,2074529209
1,33670,24346,26222,40922,39746,592727716,2120685700,687593284,1228534468,1133668900,1038803332,1579744516,146652100,1674610084
1,33700,18740,30260,43820,36820,351187600,2140214800,915667600,1700170000,1135690000,571210000,1355712400,131165200,1920192400
1,33711,8331,33069,46941,34341,69405561,2246330241,1093558761,2160584721,1136431521,112278321,1179304281,26532801,2203457481
1,33774,20514,31926,43134,35526,420824196,1981955556,1019269476,1739128356,1140683076,542237796,1262096676,299410596,1860541956
1,33800,18200,28520,44200,38360,331240000,2282689600,813390400,1624590400,1142440000,660289600,1471489600,2190400,1953640000
1,33855,21777,28455,42639,38505,474237729,2154558321,809687025,1481610321,1146161025,810711729,1482635025,137763729,1818084321
1,33930,23346,27846,41922,39078,545035716,2133299268,775399716,1381608900,1151244900,920880900,1527090084,169190532,1757454084
1,34000,26320,29296,40240,38128,692742400,1917001984,858255616,1321513216,1156000000,990486784,1453744384,394998016,1619257600
1,34125,12075,32907,46725,35301,145805625,2264870601,1082870649,2101580649,1164515625,227450601,1246160601,64160649,2183225625
1,34238,12502,31882,46778,36442,156300004,2343960004,1016461924,2032402564,1172240644,312078724,1328019364,521284,2188181284
1,34255,25079,30845,41447,37355,628956241,1939844809,951414025,1495862809,1173405025,850947241,1395396025,406965241,1717853809
1,34450,23426,33610,42718,35270,548777476,1881997924,1129632100,1767657124,1186802500,605947876,1243972900,491607076,1824827524
1,34578,20322,29682,44478,38862,412983684,2292909444,881021124,1663675524,1195638084,727600644,1510255044,98366724,1978292484
1,34600,7960,33848,48280,35336,63361600,2382431296,1145687104,2279485504,1197160000,114834496,1248632896,11888704,2330958400
1,34645,18655,29233,45305,39319,348009025,2398250761,854568289,1706835289,1200276025,693716761,1545983761,2301289,2052543025
1,34645,22373,29561,43589,39073,500551129,2226424225,873852721,1573577617,1200276025,826974433,1526699329,174127825,1900000921
1,34680,14280,32808,46920,36456,203918400,2327823936,1076364864,2075148864,1202702400,330255936,1329039936,77580864,2201486400
1,34850,13634,32410,47362,37130,185885956,2407273444,1050408100,2079044644,1214522500,350000356,1378636900,21771556,2243159044
1,35137,24313,33233,43337,36943,591121969,2008272049,1104432289,1747919089,1234608769,721298449,1364785249,460945489,1878095569
1,35139,12831,32721,48009,37401,164634561,2468949561,1070663841,2140778601,1234749321,328720041,1398834801,549081,2304864081
1,35360,25888,31840,42784,38560,670188544,2067014656,1013785600,1593926656,1250329600,906732544,1486873600,433644544,1830470656
1,35380,15892,34844,47444,35908,252555664,2288573200,1214104336,2213293072,1251744400,290195728,1289384464,214915600,2250933136
1,35385,19677,31773,46011,38661,387184329,2359586817,1009523529,1874437425,1252098225,629759025,1494672921,144609633,2117012121
1,35405,7081,34805,49567,35995,50140561,2499013489,1211388025,2414761489,1253514025,92266561,1295640025,8014561,2456887489
1,35405,12911,34805,48377,35995,166693921,2382460129,1211388025,2298208129,1253514025,208819921,1295640025,124567921,2340334129
1,35465,23165,32365,44485,38315,536617225,2189188225,1047493225,1768642225,1257766225,746890225,1468039225,326344225,1978915225
1,35490,19110,29946,46410,40278,365192100,2516665284,896762916,1791110916,1259540100,727969284,1622317284,2414916,2153888100
1,35620,23380,29284,44620,40988,546624400,2402176144,857552656,1579712656,1268784400,957856144,1680016144,135392656,1990944400
1,35670,17922,33654,47154,37578,321198084,2363256900,1132591716,2083742532,1272348900,460955268,1412106084,181440900,2223499716
1,35750,12650,34474,48950,36982,160022500,2485708324,1188456676,2306496676,1278062500,249628324,1367668324,70416676,2396102500
1,35815,24643,29393,44251,41249,607277449,2376916777,863948449,1539385225,1282714225,1026043225,1701480001,188511673,1958151001
1,36040,13160,33560,49240,38360,173185600,2597185600,1126273600,2251969600,1298881600,345793600,1471489600,577600,2424577600
1,36040,17384,33560,47912,38360,302203456,2468167744,1126273600,2122951744,1298881600,474811456,1471489600,129595456,2295559744
1,36075,26085,28095,43845,42585,680427225,2434460625,789329025,1410307425,1301405625,1192503825,1813482225,168350625,1922384025
1,36125,14875,34175,48875,37975,221265625,2525850625,1167930625,2251680625,1305015625,358350625,1442100625,84180625,2388765625
1,36125,27965,31127,42755,40511,782041225,2164115521,968890129,1491864529,1305015625,1118166721,1641141121,445915729,1827990025
1,36335,19565,30659,47515,41237,382789225,2637933169,939974281,1877417281,1320232225,763047169,1700490169,2531281,2257675225
1,36465,26697,32835,44121,39765,712729809,2198221641,1078137225,1695103641,1329696225,964288809,1581255225,461170809,1946662641
1,36490,26222,28946,44446,42722,687593284,2469096100,837870916,1481797732,1331520100,1181242468,1825169284,193944100,1975446916
1,36499,21451,31331,46949,41021,460145401,2554754041,981631561,1853663161,1332177001,810690841,1682722441,109599961,2204208601
1,36805,24191,33113,46087,40159,585204481,2382148825,1096470769,1865874313,1354608025,843341737,1612745281,327067225,2124011569
1,36941,13489,34399,50471,39319,181953121,2728668121,1183291201,2365975561,1364637481,363299401,1545983761,606841,2547321841
1,37011,19929,34251,48399,39579,397165041,2539146321,1173131001,2145780081,1369814121,593848161,1566497241,200481921,2342463201
1,37070,20614,33286,48202,40502,424936996,2589659908,1107957796,2057205700,1374184900,691164100,1640412004,158709892,2323432804
1,37180,20020,31372,48620,42196,400800400,2762054416,984202384,1965754384,1382352400,798950416,1780502416,2650384,2363904400
1,37265,13891,36991,50837,37537,192959881,2604746713,1368334081,2564054425,1388680225,213306025,1409026369,172613737,2584400569
1,37375,13225,36041,51175,38663,174900625,2716817569,1298953681,2520943681,1396890625,272837569,1494827569,76963681,2618880625
1,37570,15470,35314,50830,39698,239320900,2748115204,1247078596,2419262596,1411504900,403747204,1575931204,74894596,2583688900
1,37570,15470,35542,50830,39494,239320900,2731960036,1263233764,2435417764,1411504900,387592036,1559776036,91049764,2583688900
1,37570,27506,33830,45458,40970,756580036,2333465764,1144468900,1799393764,1411504900,1023616036,1678540900,489544036,2066429764
1,37700,25940,30940,46580,43420,672883600,2633702800,957283600,1705690000,1421290000,1136890000,1885296400,208877200,2169696400
1,37842,13818,35238,51702,40278,190937124,2863397124,1241716644,2482796484,1432016964,381237444,1622317284,636804,2673096804
1,37925,24395,33575,47765,41825,595116025,2592520225,1127280625,1970470225,1438305625,906141025,1749330625,284091025,2281495225
1,38025,20475,32085,49725,43155,419225625,2889029025,1029447225,2056122225,1445900625,835679025,1862354025,2772225,2472575625
1,38165,27353,30565,46529,44485,748186609,2687295841,934219225,1642599841,1456567225,1270534609,1978915225,225838609,2164947841
1,38250,29610,32958,45270,42894,876752100,2426205636,1086229764,1672540164,1463062500,1253584836,1839895236,499919364,2049372900
1,38420,22580,32980,49420,43180,509856400,2830752400,1087680400,2053920400,1476096400,898272400,1864512400,121440400,2442336400
1,38425,20915,35257,50155,41351,437437225,2748948601,1243056049,2282099449,1476480625,670861801,1709905201,204012649,2515524025
1,38425,27575,37231,46825,39583,760380625,2282913889,1386147361,2102247361,1476480625,850713889,1566813889,670047361,2192580625
1,38454,19686,35466,50694,41226,387538596,2790754596,1257837156,2349008676,1478710116,608411556,1699583076,166665636,2569881636
1,38480,27824,29968,46768,45424,774174976,2769875200,898081024,1604616448,1480710400,1356804352,2063339776,191545600,2187245824
1,38675,28315,34825,46795,42175,801739225,2472747025,1212780625,1906797025,1495755625,1084714225,1778730625,518764225,2189772025
1,38743,14147,36077,52933,41237,200137609,3001372609,1301549929,2602432369,1501020049,399607729,1700490169,667489,2801902489
1,38755,21551,34799,50393,42343,464445601,2830434073,1210970401,2248474825,1501950025,755425225,1792929649,173465977,2539454449
1,38870,20930,32798,50830,44114,438064900,3018856996,1075708804,2148520804,1510876900,873232996,1946044996,2896804,2583688900
1,38925,8955,38079,54315,39753,80192025,3015264609,1450010241,2884973841,1515155625,145337409,1580301009,15046641,2950119225
1,39000,13800,37608,53400,40344,190440000,2958198336,1414361664,2744921664,1521000000,297078336,1627638336,83801664,2851560000
1,39015,16065,36909,52785,41013,258084225,2946152169,1362274281,2626360281,1522170225,417980169,1682066169,98188281,2786256225
1,39390,24342,30990,50106,46290,592532964,3101803236,960380100,1919419236,1551572100,1183724964,2142764100,1340964,2510611236
1,39403,23933,37247,50323,41447,572788489,2697661729,1387339009,2367146929,1552596409,738045889,1717853809,407531089,2532404329
1,39585,27237,32487,48909,45591,741854169,2903657337,1055405169,1880523225,1566972225,1253421225,2078539281,230287113,2392090281
1,39644,14476,36916,54164,42196,209554576,3142594576,1362791056,2724883216,1571646736,418410256,1780502416,698896,2933738896
1,39715,21385,33511,51935,45073,457318225,3151538329,1122987121,2242950121,1577281225,911612329,2031575329,3024121,2697244225
1,39780,29124,35820,48132,43380,848207376,2616065424,1283072400,2017313424,1582448400,1147583376,1881824400,548831376,2316689424
1,40035,15465,37077,54465,42789,239166225,3194533521,1374703929,2738338929,1602801225,467263521,1830898521,11068929,2966436225
1,40341,23709,34629,51891,45339,562116681,3120904521,1199167641,2264447241,1627396281,990345321,2055624921,133888041,2692675881
1,40375,31255,34789,47785,45277,976875025,2703272329,1210274521,1863540121,1630140625,1396741129,2050006729,557008921,2283406225
1,40440,22488,36312,52584,44184,505710144,3081909312,1318561344,2448244800,1635393600,822542400,1952225856,188877888,2765077056
1,40460,16660,38276,54740,42532,277555600,3168427024,1465052176,2824508176,1637011600,449515024,1808971024,105596176,2996467600
1,40545,14805,37755,55395,43155,219188025,3287063025,1425440025,2850149025,1643897025,437645025,1862354025,731025,3068606025
1,40545,19557,37755,53901,43155,382476249,3123774801,1425440025,2686860801,1643897025,600933249,1862354025,164019249,2905317801
1,40560,21840,34224,53040,46032,476985600,3287073024,1171282176,2339410176,1645113600,950817024,2118945024,3154176,2813241600
1,40625,14375,39175,55625,42025,206640625,3209850625,1534680625,2978430625,1650390625,322350625,1766100625,90930625,3094140625
1,40625,27625,33035,50375,47005,763140625,3096720025,1091311225,1978561225,1650390625,1322220025,2209470025,204061225,2537640625
1,40875,27015,30813,51105,48909,729810225,3333045681,949440969,1890396369,1670765625,1451134881,2392090281,8485569,2611721025
1,40885,29563,31841,49691,48263,873970969,3126929425,1013849281,1811461537,1671583225,1531704913,2329317169,216237025,2469195481
1,40885,29933,36815,49469,44585,895984489,2763420961,1355344225,2130942961,1671583225,1212223489,1987822225,579745489,2447181961
1,41185,7835,40897,57715,41471,61387225,3354660841,1672564609,3307381609,1696204225,85026841,1719843841,37747609,3331021225
1,41405,22295,34937,54145,46991,497067025,3425461081,1220593969,2437900969,1714374025,990847081,2208154081,3286969,2931681025
1,41446,15134,38594,56626,44114,229037956,3434777956,1489496836,2978229796,1717770916,457312036,1946044996,763876,3206503876
1,41449,23641,34319,53639,47521,558896881,3417368161,1177793761,2336916481,1718019601,1099122721,2258245441,18671041,2877142321
1,41470,28534,34034,51238,47762,814189156,3186780388,1158313156,2063884900,1719760900,1375636900,2281208644,252741412,2625332644
1,41615,20909,39263,55013,43841,437186281,3216655225,1541583169,2836205113,1731808225,627411337,1922033281,246961225,3026430169
1,41905,17255,39643,56695,44051,297735025,3398784601,1571567449,3029861449,1756029025,482196601,1940490601,113273449,3214323025
1,41905,34205,39643,48395,44051,1169982025,2526537601,1571567449,2157614449,1756029025,1354443601,1940490601,985520449,2342076025
1,41990,30742,37810,50806,45790,945070564,2914813636,1429596100,2247685636,1763160100,1278634564,2096724100,611506564,2581249636
1,42025,31775,34849,50225,48143,1009650625,3074198449,1214452801,1970902801,1766100625,1561298449,2317748449,458002801,2522550625
1,42125,23425,37825,54775,46025,548730625,3344085625,1430730625,2656515625,1774515625,892515625,2118300625,204945625,3000300625
